entity_term,entity_name
meperidine,drug
pethidine,drug
mephenesin,drug
mephentermine,drug
mephenytoin,drug
mephobarbital,drug
mephobarbitone,drug
methylphenobarbital,drug
metilfenobarbitale,drug
dl-mepivacaine,drug
mepivacaine,drug
meprobamate,drug
equanil,drug
miltown,drug
meptazinol,drug
merbromin,drug
alpha-mpg,drug
tiopronin,drug
慣-mpg,drug
mercuric chloride,drug
calomel,drug
l-pam,drug
l-sarcolysine,drug
melfalano,drug
melphalan,drug
p-l-sarcolysin,drug
mesoridazina,drug
mesoridazine,drug
mesoridazinum,drug
mesterolone,drug
mestranol,drug
d-penicillamine,drug
penicillamine,drug
ispaghula husk,drug
hydroxynorephedrine,drug
l-metaraminol,drug
m-hydroxypropadrine,drug
metaraminol,drug
dimethylbiguanid,drug
metformin,drug
metformina,drug
metformine,drug
metacycline,drug
methacyclin,drug
methacycline,drug
methylenecycline,drug
dl-methadone,drug
methadone,drug
methadonum,drug
acetylmethadol,drug
methadyl acetate,drug
d-deoxyephedrine,drug
d-desoxyephedrine,drug
metamfetamine,drug
methamphetamine,drug
methandriol,drug
metandienone,drug
methandrostenolone,drug
methantheline,drug
methanthelinium,drug
methanthelinum,drug
methapyrilene,drug
thenylpyramine,drug
methaqualone,drug
metharbital,drug
methazolamide,drug
methenamide,drug
neptazaneat,drug
neptazane,drug
hexamethylenamine,drug
hexamine,drug
methenamine,drug
metenolone,drug
methenolone,drug
metergoline,drug
methicillin,drug
methicillinum,drug
methycillin,drug
meticillin,drug
mercazolyl,drug
methimazole,drug
thacapzol,drug
thiamazole,drug
tapazole,drug
l-methionin,drug
l-methionine,drug
methocarbamol,drug
metocarbamolo,drug
robaxin,drug
methohexital,drug
methohexitalum,drug
methohexitone,drug
metohexital,drug
amethopterin,drug
methotrexate,drug
levomepromazina,drug
levomepromazine,drug
levomepromazinum,drug
methotrimeprazine,drug
m챕thoxam챕drine,drug
methoxamine,drug
metossamina,drug
pseudomethoxamine,drug
ammoidin,drug
methoxsalen,drug
o-methylxanthotoxol,drug
ultra mop,drug
xanthotoxin,drug
xanthotoxine,drug
zanthotoxin,drug
meladinine,drug
oxsoralen,drug
uvadex,drug
methoflurane,drug
methoxyfluoran,drug
methoxyfluran,drug
methoxyflurane,drug
methyclothiazide,drug
enduron,drug
methyl chloride,drug
mitoguazone,drug
cellulose methyl,drug
cellulose methylate,drug
methyl cellulose,drug
methylcellulose,drug
alpha medopa,drug
alpha-methyl dopa,drug
alpha-methyl-l-dopa,drug
alphamethyldopa,drug
l-alpha-methyldopa,drug
l-methyl dopa,drug
methyl dopa,drug
methyldopa,drug
慣-methyl dopa,drug
慣-methyl-l-dopa,drug
methyldopate,drug
methylene blue,drug
methylene chloride,drug
ergotyl,drug
methylergobasin,drug
methylergometrine,drug
methylergonovine,drug
metilergometrina,drug
methylphenidan,drug
methylphenidate,drug
daytrana,drug
methylprednisolon,drug
methylprednisolone,drug
medrone,drug
medrol,drug
urbason,drug
methyltestosterone,drug
methyltestosteronum,drug
metiltestosterona,drug
android,drug
testred,drug
methprylon,drug
methyprolon,drug
methyprylon,drug
metiprilon,drug
metiprilone,drug
methysergide,drug
metisergida,drug
metoclopramide,drug
metolazone,drug
zaroxolyn,drug
metomidate,drug
dl-metoprolol,drug
metoprolol,drug
metrizamide,drug
metronidazol,drug
metronidazole,drug
metronidazolum,drug
metirapona,drug
metyrapone,drug
metyraponum,drug
metopiron,drug
metopirone,drug
mexiletina,drug
mexiletine,drug
mezlocilina,drug
mezlocillin,drug
mezlocilline,drug
mezlocillinum,drug
mezlin,drug
mianserin,drug
miconazole,drug
midazolam,drug
midodrin,drug
midodrine,drug
mifepristone,drug
mifegyne,drug
mifeprex,drug
liquid paraffin,drug
mineral oil,drug
minociclinum,drug
minocyclin,drug
minocycline,drug
minoxidil,drug
minoximen,drug
regaine,drug
rogaine,drug
miocamycin,drug
aureolic acid,drug
mithramycin,drug
mithramycine,drug
mithramycinum,drug
plicamycin,drug
plicamycine,drug
plicamycinum,drug
mithracin,drug
mitobronitol,drug
mitoguazone,drug
mitolactol,drug
mitotane,drug
lysodren,drug
mitoxantrona,drug
mitoxantrone,drug
mitoxantronum,drug
molindone,drug
molsidomine,drug
monensin,drug
morantel,drug
morphia,drug
morphine,drug
morphium,drug
morpholine,drug
lamoxactam,drug
latamoxef,drug
latamoxefum,drug
moxalactam,drug
mumps vaccine,drug
muramidase,drug
mycophenolic acid,drug
ipratropium,drug
nadolol,drug
corgard,drug
nafcillin,drug
naphcillin,drug
nafronyl,drug
naftidrofuryl,drug
nalbuphine,drug
nalidixic acid,drug
naltrexone,drug
nandrolone,drug
nafazolin,drug
naphazoline,drug
naphthalene,drug
naproxen,drug
natamycin,drug
pimaracin,drug
pimaricin,drug
tobramycin,drug
nefopam,drug
neomycin,drug
eustigmin,drug
eustigmine,drug
neostigmine,drug
netilmicin,drug
netilmycin,drug
acide nicotinique,drug
acido nicotinico,drug
acidum nicotinicum,drug
niacin,drug
nicotinic acid,drug
nikotinsaeure,drug
pp factor,drug
nialamide,drug
nicarbazin,drug
nicardipine,drug
nicergolina,drug
nicergoline,drug
niceritrol,drug
niclosamide,drug
niacinamide,drug
nicotinamide,drug
nicotinic amide,drug
nicotine bitartrate,drug
nicotinyl alcohol,drug
nifedipine,drug
nifedipino,drug
nifedipinum,drug
adalat,drug
procardia,drug
niflumic acid,drug
nifuratel,drug
nifurtimox,drug
nikethamide,drug
nimodipine,drug
nimorazole,drug
nimustine,drug
nisoldipina,drug
nisoldipine,drug
sular,drug
nitrazepam,drug
nitrendipine,drug
monoxyde d'azote,drug
nitric oxide,drug
nitrogen monooxide,drug
nitrogen monoxide,drug
nitrosyl,drug
oxido nitrico,drug
oxyde azotique,drug
oxyde nitrique,drug
stickstoffmonoxid,drug
nitrofurantoin,drug
nitrofural,drug
nitrofurazone,drug
nitroferricyanide,drug
nitroprusside,drug
nitrious oxide,drug
nitrous oxide,drug
nomifensin,drug
nomifensine,drug
l-noradrenaline,drug
l-norepinephrine,drug
nor-adrenaline,drug
noradrenaline,drug
norepinefrina,drug
norepinephrine,drug
norepinephrinum,drug
norethandrolone,drug
norethindrone,drug
norethisterone,drug
norethynodrel,drug
norfloxacin,drug
norfloxacine,drug
norfloxacino,drug
norfloxacinum,drug
ld norgestrel,drug
methylnorethindrone,drug
norgestrel,drug
norgestrienone,drug
octopamine,drug
nortriptyline,drug
noscapine,drug
novobiocin,drug
novocaine,drug
noxythiolin,drug
noxytiolin,drug
buphenine,drug
nylidrin,drug
nystatin,drug
mycostatin,drug
o-phthalaldehyde,drug
octreotide,drug
octrotide,drug
pilocarpine,drug
ofloxacin,drug
clove oil,drug
oleandomycin,drug
oleic acid,drug
omeprazole,drug
opipramol,drug
opium,drug
metaproterenol,drug
orciprenaline,drug
ornidazole,drug
ornipressin,drug
ornithine,drug
orotic acid,drug
orfenadrina,drug
orphenadrine,drug
orphenadrinum,drug
g-strophanthin,drug
ouabain,drug
ouabaine,drug
oubain,drug
oxacillin,drug
oxazocillin,drug
oxazocilline,drug
oxamniquine,drug
vansil,drug
ossandrolone,drug
oxandrolone,drug
oxazepam,drug
oxolinic acid,drug
oxprenolol,drug
dihydroxycodeinone,drug
oxycodone,drug
oxyfedrine,drug
oxygen usp,drug
pure oxygen,drug
oximetazolinum,drug
oxymetazolina,drug
oxymetazoline,drug
oxymetazolinum,drug
oxymethazoline,drug
oxymetozoline,drug
oxymetholone,drug
dihydroxymorphinone,drug
oximorphonum,drug
oxymorphine,drug
oxymorphone,drug
oxypertine,drug
oxiphenbutazone,drug
oxyphenbutazone,drug
oxyphenonium,drug
oxytetracycline,drug
oxytocin,drug
aminohippuric acid,drug
aminosalicylic acid,drug
hydroxyamphetamine,drug
pancreatin,drug
pancuronium,drug
pangamic acid,drug
d-pantothenic acid,drug
pantothenic acid,drug
papain,drug
papaveretum,drug
papaverine,drug
paraldehyde,drug
paramethasone,drug
parathormone,drug
parathyrin,drug
parathyroid hormone,drug
pargyline,drug
aminosidin,drug
aminosidine,drug
catenulin,drug
crestomycin,drug
estomycin,drug
hydroxymycin,drug
monomycin a,drug
neomycin e,drug
paromomicina,drug
paromomycin,drug
paromomycin i,drug
paromomycine,drug
paromomycinum,drug
paucimycin,drug
paucimycinum,drug
papaverine,drug
pefloxacin,drug
pefloxacine,drug
pemoline,drug
penbutolol,drug
penfluridol,drug
d-penicillamine,drug
penicillamine,drug
bensylpenicillin,drug
benzyl benicillin,drug
benzylpenicillin,drug
penicillin g,drug
penicillin v,drug
pentagastrin,drug
pentamidine,drug
pentazocine,drug
pentobarbital,drug
pentobarbitone,drug
pentostam,drug
myostibin,drug
pentostatin,drug
nipent,drug
oxpentifylline,drug
pentoxifylline,drug
trental,drug
pentetrazol,drug
pentylenetetrazole,drug
pepsin,drug
pepsin a,drug
endopeptidases,drug
perazine,drug
pergolide,drug
perhexilene,drug
perhexiline,drug
perhexilline,drug
chlorpiprazine,drug
etaperazin,drug
etaperazine,drug
ethaperazine,drug
perfenazine,drug
perphenazine,drug
perphenazinum,drug
pertussis vaccine,drug
multi-hydrocarbon,drug
petrolatum,drug
petroleum jelly,drug
soft paraffin,drug
white petrolatum,drug
phenazocine,drug
fenazopiridina,drug
phenazopyridine,drug
phencyclidine,drug
phenelzine,drug
phenylethyl alcohol,drug
fenformin,drug
phenformin,drug
棺-phenethybiguanide,drug
fenindione,drug
phenindione,drug
pheniramine,drug
fenmetrazin,drug
phenmetrazin,drug
phenmetrazine,drug
phenobarbital,drug
phenobarbitol,drug
phenobarbitone,drug
oxiphenisatinum,drug
oxyphenisatin,drug
oxyphenisatine,drug
phenoperidine,drug
fenossibenzamina,drug
phenoxybenzamine,drug
fenprocumon,drug
fenprocumone,drug
phenprocoumarol,drug
phenprocoumarole,drug
phenprocoumon,drug
phenprocoumone,drug
phenprocoumonum,drug
phenprocumone,drug
fentermina,drug
phentermine,drug
phenterminum,drug
phentolamine,drug
l-phenylalanine,drug
phenylalanine,drug
棺-phenyl-l-alanine,drug
fenilbutazona,drug
phenbutazone,drug
phenylbutazon,drug
phenylbutazone,drug
phenylbutazonum,drug
phenylephrine,drug
norephedrin,drug
norephedrine,drug
phenylpropanolamine,drug
diphenylhydantoin,drug
phentytoin,drug
phenytoin,drug
phlorhizin,drug
creatine phosphate,drug
creatine-p,drug
fosfocreatine,drug
n-phosphocreatine,drug
phosphocreatine,drug
phosphorylcreatine,drug
phosphoric acid,drug
physostigmine,drug
eserine,drug
phytic acid,drug
alpha-phylloquinone,drug
fitomenadiona,drug
phyllochinon,drug
phyllochinonum,drug
phylloquinone,drug
phytomenadione,drug
phytomenadionum,drug
phytonadione,drug
phytonadionum,drug
phytylmenadione,drug
trans-phylloquinone,drug
慣-phylloquinone,drug
phytosterols,drug
pilocarpine,drug
pimozide,drug
pindolol,drug
pine tar,drug
pipemidic acid,drug
piperacetazine,drug
pip챕racilline,drug
piperacillin,drug
piperacillina,drug
diethylenediamine,drug
piperazidine,drug
piperazine,drug
piperonyl butoxide,drug
pipobroman,drug
vercyte,drug
pipothiazine,drug
pipotiazine,drug
piracetam,drug
pirenzepine,drug
piribedil,drug
pirinitramide,drug
piritramide,drug
piromidic acid,drug
piroxicam,drug
piroxicamum,drug
pyroxycam,drug
feldene,drug
pivaloylampicillin,drug
pivampicillin,drug
pizotifen,drug
pizotyline,drug
alteplase,drug
rt-pa,drug
fenspiride,drug
podophyllin,drug
podophyllum resin,drug
podofilox,drug
podophyllotoxin,drug
poloxalene,drug
poly i:c,drug
macrogol,drug
polyethylene glycol,drug
polyethylene oxide,drug
polyoxyethylene,drug
polygeline,drug
polymyxin b,drug
polysorbates,drug
polythiazide,drug
renese,drug
potassium aspartate,drug
kaliumchlorid,drug
potassium chloride,drug
klotrix,drug
kaliumiodid,drug
potassium iodide,drug
potassium orotate,drug
potassium sorbate,drug
povidone,drug
povidone-iodine,drug
betadine,drug
practolol,drug
practololum,drug
prajmaline,drug
prazepam,drug
praziquantel,drug
biltricide,drug
prazosin,drug
prednimustine,drug
hydroretrocortine,drug
metacortandralone,drug
prednisolone,drug
dehydrocortisone,drug
prednisone,drug
eltanolone,drug
pregnanolone,drug
feprazone,drug
dl-prenylamine,drug
prenylamine,drug
prilocaine,drug
prilocaine base,drug
propitocaine,drug
primachin,drug
primachinum,drug
primaquin,drug
primaquina,drug
primaquine,drug
primaquinum,drug
desoxyphenobarbital,drug
primidone,drug
probenecid,drug
probenecid acid,drug
probenecida,drug
probenecide,drug
probenecidum,drug
probucol,drug
lorelco,drug
procainamida,drug
procainamide,drug
procainamidum,drug
procaine,drug
procarbazine,drug
fenofibrate,drug
finofibrate,drug
procetofen,drug
chlormeprazine,drug
chloropernazine,drug
prochlorperazine,drug
prochlorpermazine,drug
prochlorpromazine,drug
procloperazine,drug
prociclidina,drug
procyclidine,drug
diaminoacridine,drug
proflavin,drug
proflavina,drug
proflavine,drug
proflavinum,drug
gelbkoerperhormon,drug
lutogynon,drug
progesterone,drug
gelbkoerperhormon,drug
lutogynon,drug
progesterone,drug
luteohormone,drug
proglumide,drug
prolactin,drug
promazine,drug
promegestone,drug
proazamine,drug
prometazina,drug
promethazine,drug
promethazinum,drug
propafenone,drug
propanidid,drug
propantheline,drug
periciazina,drug
periciazine,drug
periciazinum,drug
pericyazine,drug
piperocyanomazine,drug
propericiazine,drug
propiomazine,drug
disoprofol,drug
propofol,drug
diprivan,drug
disoprivan,drug
propolis,drug
d-propoxyphene,drug
destropropossifene,drug
dextropropoxyphene,drug
propoxyphene,drug
beta-propranolol,drug
propanalol,drug
propanolol,drug
propranolol,drug
propranololo,drug
propranololum,drug
棺-propranolol,drug
propyl gallate,drug
propylhexedrine,drug
propylthiouracil,drug
proscillaridin,drug
epoprostenol,drug
prostacyclin,drug
prostaglandin x,drug
protamine sulfate,drug
protamine,drug
protamines,drug
protein c,drug
prothionamide,drug
protionamide,drug
prothrombin,drug
protriptilina,drug
protriptyline,drug
d-isoephedrine,drug
d-pseudoephedrine,drug
d-psi-ephedrine,drug
pseudoephedrine,drug
psi-ephedrin,drug
psi-ephedrine,drug
trans-ephedrine,drug
?-ephedrine,drug
psilocybin,drug
psilocybine,drug
psyllium,drug
carbenicillin,drug
pyrantel,drug
pirazinamide,drug
pyrazinamida,drug
pyrazinamide,drug
pyrazinamidum,drug
pyrazineamide,drug
pyrazinecarboxamide,drug
pyrizinamide,drug
pyridinolcarbamate,drug
pyridostigmine,drug
piridoxal,drug
pyridoxal,drug
pyridoxaldehyde,drug
codecarboxylase,drug
pyridoxal p,drug
pyridoxal phosphate,drug
pyridoxal-p,drug
pyridoxine,drug
pyridoxol,drug
mepyramine,drug
pyranisamine,drug
pyrilamine,drug
pirimetamina,drug
primethamine,drug
pyrimethamine,drug
pyrimethaminum,drug
pyrithioxin,drug
pyritinol,drug
prifinium bromide,drug
pyrogallol,drug
quercetin,drug
mepacrine,drug
quinacrine,drug
quinestrol,drug
quinestrolo,drug
beta-quinine,drug
cin-quin,drug
quinidine,drug
棺-quinine,drug
chinine,drug
quinina,drug
quinine,drug
racemethionine,drug
radium,drug
ranitidina,drug
ranitidine,drug
ranitidinum,drug
razoxane,drug
rescinnamine,drug
reserpin,drug
reserpine,drug
ribavirin,drug
tribavirin,drug
lactoflavin,drug
lactoflavine,drug
riboflavin,drug
vitamin g,drug
rifampicin,drug
rifampin,drug
rifamycins,drug
rimantadin,drug
rimantadine,drug
rimiterol,drug
ritodrine,drug
robenidine,drug
rolitetraciclina,drug
rolitetracycline,drug
rolitetracyclinum,drug
ronidazole,drug
roxarsone,drug
roxithromycin,drug
rutin,drug
rutoside,drug
ademetionine,drug
adomet,drug
sam-e,drug
o-hydroxybenzamide,drug
salicilamida,drug
salicylamide,drug
salicylamidum,drug
salazosulfapiridina,drug
salazosulfapyridine,drug
sulfasalazine,drug
azulfidine,drug
o-carboxyphenol,drug
salicylic acid,drug
samarium,drug
santonin,drug
saralasin,drug
sizofiran,drug
sonifilan,drug
hyoscine,drug
scopolamine,drug
quinalbarbitone,drug
secobarbital,drug
secobarbitone,drug
secretin,drug
l-deprenalin,drug
selegiline,drug
selenium,drug
selenium elemental,drug
selenomethionine,drug
semustine,drug
beta-hydroxyalanine,drug
l-ser,drug
l-serin,drug
l-serine,drug
carbaryl,drug
anethole trithione,drug
hydrated silica,drug
silver nitrate,drug
silver sulfadiazine,drug
sulfadiazine silver,drug
silvadene,drug
flamazine,drug
silymarin,drug
simethicone,drug
sincalide,drug
zonalon,drug
sisomicin,drug
sitosterols,drug
smallpox vaccine,drug
sodium chloride,drug
diphos,drug
hep-lock,drug
sodium hypochlorite,drug
sodium iodide,drug
sodium morrhuate,drug
sodium nitrite,drug
oxybate sodium,drug
sodium oxybate,drug
sodium salicylate,drug
solanine,drug
somatostatin,drug
d-glucitol,drug
d-sorbitol,drug
l-gulitol,drug
sorbitol,drug
sotalol,drug
sotalolo,drug
soybean oil,drug
spermaceti,drug
foromacidin a,drug
foromacidine a,drug
spiramycin,drug
spiramycin a,drug
spironolactone,drug
spironolattone,drug
squalene,drug
androstanolone,drug
dihydrotestosterone,drug
stanolone,drug
androstanazol,drug
androstanazole,drug
stanozolol,drug
streptokinase,drug
streptomycin,drug
estreptozocina,drug
streptozocin,drug
streptozocinium,drug
streptozotocin,drug
zanosar,drug
strychnine nitrate,drug
dicholine succinate,drug
succinocholine,drug
succinoylcholine,drug
succinylbischoline,drug
succinylcholine,drug
succinyldicholine,drug
suxamethonium,drug
sucralfate,drug
trapidil,drug
sucralfato,drug
sulbactam,drug
sulbenicillin,drug
acetosulfamine,drug
sulfacetamide,drug
sulfanilazetamid,drug
sulphacetamide,drug
sulphacetamidum,drug
sulfadiazina,drug
sulfadiazine,drug
sulfadiazinum,drug
sulfapyrimidine,drug
sulphadiazine,drug
sulfadimethoxine,drug
sulfadimethoxinum,drug
sulfadimetoxina,drug
sulphadimethoxine,drug
sulfadoxina,drug
sulfadoxine,drug
sulfadoxinum,drug
sulforthomidine,drug
sulphadoxine,drug
sulphormethoxine,drug
sulfaguanidine,drug
solfametopirazina,drug
sulfalene,drug
sulfametopyrazine,drug
sulfamerazina,drug
sulfamerazine,drug
sulfamerazinum,drug
sulfamethyldiazine,drug
sulphamerazine,drug
sulfadimidina,drug
sulfadimidine,drug
sulfadimidinum,drug
sulfametazina,drug
sulfametazyny,drug
sulfamethazine,drug
sulfamezathine,drug
sulphamethazine,drug
sulfamethizole,drug
sulfamethoxazole,drug
sulfamoxol,drug
sulfamoxole,drug
sulfamoxolum,drug
sulphamoxole,drug
sulfamine,drug
sulfanilamide,drug
sulphanilamide,drug
solfapiridina,drug
streptosilpyridine,drug
sulfapyridine,drug
sulphapyridine,drug
sulfaquinoxaline,drug
sulfathiazol,drug
sulfathiazole,drug
sulfathiazolum,drug
sulfatiazol,drug
sulphathiazole,drug
sulfinpyrazone,drug
sulfaisodimidine,drug
sulfisomidine,drug
sulfafurazol,drug
sulfafurazole,drug
sulfafurazolum,drug
sulfaisoxazole,drug
sulfasoxazole,drug
sulfisonazole,drug
sulfisoxasole,drug
sulfisoxazol,drug
sulfisoxazole,drug
sulfofurazole,drug
sulphafurazol,drug
sulphafurazole,drug
sulphaisoxazole,drug
sulphisoxazol,drug
sulphofurazole,drug
sulfobromophthalein,drug
sulfuric acid,drug
sulindac,drug
sulindaco,drug
sulindacum,drug
clinoril,drug
sulpirid,drug
sulpiride,drug
sulpyrid,drug
sulthiame,drug
sultiame,drug
suprofen,drug
suprofene,drug
sutoprofen,drug
suramin,drug
suramine,drug
synephrine,drug
tacrine,drug
talampicillin,drug
tamoxifen,drug
tannic acid,drug
taurineold,drug
temazepam,drug
epidophyllotoxin,drug
teniposide,drug
terbutaline,drug
terbutalini sulfas,drug
terbutalinsulfat,drug
testolactone,drug
testosterone,drug
mertestate,drug
trazodone,drug
virosterone,drug
testex,drug
tetanus antitoxin,drug
tetanus toxin,drug
tetra benazin,drug
tetrabenazine,drug
tetrabenzaine,drug
tetrabenzine,drug
amethocaine,drug
tetracaine,drug
tetracycline,drug
tsiklomitsin,drug
dronabinol,drug
tetrahydrouridine,drug
thalidomide,drug
theobromin,drug
theobromine,drug
theophyllin,drug
theophylline,drug
thiabendazole,drug
tiabendazole,drug
thibenzole,drug
thiamphenicol,drug
thiamylal,drug
thioseconal,drug
thiethylperazine,drug
tietilperazina,drug
mercurothiolate,drug
sodium merthiolate,drug
thimerosal,drug
thiomersal,drug
thiomersalate,drug
thiotepa,drug
thioguanine,drug
tioguanina,drug
tioguanine,drug
penthiobarbital,drug
pentothiobarbital,drug
thiomebumalum,drug
thiopental,drug
thiopentobarbital,drug
thiopentobarbitone,drug
thiopentone,drug
thioperazine,drug
thioproperazin,drug
thioproperazine,drug
tioproperazina,drug
thioridazin,drug
thioridazine,drug
thiostrepton,drug
cis-thiothixene,drug
thiothixene,drug
thiothixine,drug
tiotixene,drug
l-threonin,drug
l-threonine,drug
thrombin,drug
thymol,drug
moxisylyte,drug
thyroglobulin,drug
thyrotropin,drug
thytrophin,drug
protirelin,drug
l-thyroxine,drug
levothyroxin,drug
levothyroxine,drug
thyroxine,drug
tiapride,drug
ticarcillin,drug
ticlopidina,drug
ticlopidine,drug
ticlopidinum,drug
thienylic acid,drug
ticrynafen,drug
tienilic acid,drug
tiletamine,drug
tilidine,drug
timolol,drug
timololo,drug
timidazole,drug
tinidazole,drug
tobramycin,drug
tolazamide,drug
tolinase,drug
benzazolin,drug
tolazoline,drug
tolbutamida,drug
tolbutamide,drug
tolbutamidum,drug
tolmetin,drug
tolmetina,drug
tolnaftate,drug
tolnaphthate,drug
tolonium chloride,drug
tolperisone,drug
tragacanth,drug
tramadol,drug
acide tranexamique,drug
acido tranexamico,drug
acidum tranexamicum,drug
tranexamic acid,drug
tranexmic acid,drug
tranhexamic acid,drug
trans amcha,drug
trans-amcha,drug
cyklokapron,drug
dl-tranylcypromine,drug
tranylcypromine,drug
trehalose,drug
trenbolone,drug
all-trans-tretinoin,drug
beta-retinoic acid,drug
retinoic acid,drug
retionic acid,drug
trans-retinoic acid,drug
tretin m,drug
tretinoin,drug
retin-a,drug
vesanoid,drug
renova,drug
vitinoin,drug
eudyna,drug
stieva-a,drug
triacetin,drug
fluoxyprednisolone,drug
triamcinolone,drug
triamterene,drug
dyrenium,drug
triazolam,drug
halcion,drug
metrifonate,drug
trichlorfon,drug
trichlormethiazide,drug
naqua,drug
trichloroethylene,drug
triclosan,drug
triclosanum,drug
trien,drug
trientine,drug
trifluoperazine,drug
trifluoperazinum,drug
trifluoroperazine,drug
trifluperazine,drug
trifluorothymidine,drug
trifluridine,drug
trifluperidol,drug
fluopromazine,drug
triflupromazine,drug
trihexyphenidyl,drug
liothyronine,drug
liothyroninum,drug
liotironina,drug
triiodothyronine,drug
trimebutine,drug
metipranolol,drug
alimemazine,drug
methylpromazine,drug
trimeprazine,drug
trimetazidine,drug
trim챕thadione,drug
trimethadion,drug
trimethadione,drug
trimethadionum,drug
trimethinum,drug
troxidone,drug
tridione,drug
thimethaphan,drug
trimetaphan,drug
trimetaphanum,drug
trimethaphan,drug
trimethoprim,drug
trimpex,drug
proloprim,drug
trimeprimine,drug
trimeproprimine,drug
trimipramine,drug
amoxicillin,drug
amoxycillin,drug
p-hydroxyampicillin,drug
glyceryl trioleate,drug
triolein,drug
trioxisaleno,drug
trioxsalen,drug
trioxysalen,drug
trioxysalene,drug
trioxysalenum,drug
tripalmitin,drug
tripelennamine,drug
triprolidine,drug
troleandomycin,drug
trometamol,drug
tromethamine,drug
tropicamide,drug
mydriacyl,drug
l-tryptophan,drug
d-tubocurarine,drug
tubocurarin,drug
tubocurarine,drug
tylosin,drug
tyramine,drug
l-tyrosine,drug
tyrosine,drug
tyrothricin,drug
undecylenic acid,drug
unithiol,drug
aminouracil mustard,drug
uracil mustard,drug
uramustine,drug
carbamide,drug
ethyl carbamate,drug
ethyl urethan,drug
ethyl urethane,drug
ethylcarbamate,drug
ethylurethan,drug
ethylurethane,drug
o-ethyl urethane,drug
o-ethylurethane,drug
uretan,drug
uretano,drug
urethane,drug
flavoxate hci,drug
urokinase,drug
ursodiol,drug
actigall,drug
usnic acid,drug
acidum valproicum,drug
dipropylacetic acid,drug
n-dpa,drug
valproic acid,drug
vancomicina,drug
vancomycin,drug
vancomycine,drug
vancomycinum,drug
iproveratril,drug
verapamil,drug
veratrum,drug
spongoadenosine,drug
vidarabine,drug
viloxazine,drug
vinblastine,drug
vincaleukoblastine,drug
vincamine,drug
leurocristine,drug
vincristine,drug
vindesine,drug
virginiamycin,drug
retinol,drug
vitamin a,drug
cyanocobalamin,drug
calciol,drug
cholecalciferol,drug
colecalciferol,drug
ercalciol,drug
ergocalciferol,drug
viosterol,drug
vitamin d,drug
vitamin e,drug
warfarin,drug
zoocoumarin,drug
dihydrogen oxide,drug
white wax,drug
pertussis vaccine,drug
xantinol nicotinate,drug
lutein,drug
xenon,drug
xipamide,drug
xylazine,drug
xylitol,drug
ytterbium,drug
yutopar,drug
zeranol,drug
azidothymidine,drug
zidovudin,drug
zidovudine,drug
zidovudinum,drug
zinacef danmark,drug
zinc orotate,drug
zinc oxide,drug
zinc white,drug
zinc-dtpa,drug
zolazepam,drug
glucomannan,drug
pamidronate,drug
tiludronic acid,drug
doxercalciferol,drug
edetol,drug
dehydrospirorenone,drug
drospirenone,drug
d챕f챕riprone,drug
deferipron,drug
deferiprona,drug
deferiprone,drug
deferiproni,drug
deferipronum,drug
deferypron,drug
ferriprox,drug
pentylene glycol,drug
alfacalcidol,drug
alfacalcidolum,drug
miripirium chloride,drug
gemeprost,drug
prednylidene,drug
delalutin,drug
makena,drug
hydroxyprogesterone,drug
gemcitabine,drug
octinoxate,drug
octhilinone,drug
ensulizole,drug
tiratricol,drug
m-aminophenol,drug
metacresol,drug
iobenguane,drug
etonogestrel,drug
m-phenylenediamine,drug
apraclonidine,drug
gamma-vinyl gaba,drug
vigabatrin,drug
p-chlorophenol,drug
parachlorophenol,drug
formestane,drug
formestano,drug
formestanum,drug
lentaron,drug
mequinol,drug
argatroban,drug
fomepizole,drug
antizol,drug
doxifluridine,drug
lometrexol,drug
azadc,drug
decitabine,drug
dezocitidine,drug
fdcyd,drug
bergapten,drug
mepirzapine,drug
mirtazapine,drug
kinetin,drug
tocladesine,drug
adefovir,drug
isoflupredone,drug
acarbose,drug
acecarbromal,drug
aceclofenac,drug
aceglutamide,drug
acemannan,drug
acemetacin,drug
acethydroxamsaeure,drug
acethydroxamsaure,drug
acetohydroxamate,drug
acetyl hydroxyamino,drug
cetohyroxamic acid,drug
n-hydroxyacetamide,drug
lithostat,drug
acetophenazine,drug
racecadotril,drug
acetoxolone,drug
acipimox,drug
acetretin,drug
acitretin,drug
acitretina,drug
acitretine,drug
acitretinum,drug
etretin,drug
soriatane,drug
neotigason,drug
adrenalone,drug
lansoprazole,drug
prevacid,drug
agaric acid,drug
monobenzone,drug
alanyl glutamine,drug
alanylglutamine,drug
alfuzosin,drug
alfuzosina,drug
alginic acid,drug
alizapride,drug
alloin,drug
allypropymal,drug
aprobarbital,drug
allylthiourea,drug
almagate,drug
alminoprofen,drug
aloglutamol,drug
aloxiprin,drug
alpha-cyclodextrin,drug
alpha-terpineol,drug
alfaxalone,drug
aluminum acetate,drug
almasilate,drug
aluminium phosphate,drug
aluminum phosphate,drug
aluminum sulfate,drug
alverine,drug
phenopropamine,drug
phenpropamine,drug
amcinonida,drug
amcinonide,drug
amcinonidum,drug
aminaftone,drug
aminaphthone,drug
aminaphtone,drug
amineptin,drug
amineptine,drug
aminopentamide,drug
amitraz,drug
amlodipine,drug
ammonium bromide,drug
ammonium carbonate,drug
ammonium hydroxide,drug
ammonium phosphate,drug
